protein_id	mer_id	pident	evalue	bitscore	merops_clan	merops_family	catalytic_type	is_inhibitor_family	signalp_positive	signal_cleavage_site	has_disqualifying_tm	has_gpi_anchor	is_extracellular	is_cross_ref_confirmed	ref_locus	gene_total_raw	n_rep_ge_min	rna_is_expressed
FCC698BD_005872-T1	MER0059846	29.677	1.29e-34	132.0	S33	S33.A46	serine	False					False	True	BDV3_007031	8047.0	3.0	True
FCC698BD_006050-T1	MER0024758	45.324	2.42e-34	117.0	M67A	M67.A03	metallo	False					False	True	BDV3_007143	1486.0	3.0	True
FCC698BD_006217-T1	MER0011806	32.271	4.29e-32	120.0	C44	C44.A03	cysteine	False					False	True	BDV3_007303	4868.0	3.0	True
FCC698BD_007077-T1	MER0000903	29.052	5.410000000000001e-32	121.0	A01A	A01.089	aspartic	False	True	22.0	False	True	False	True	BDV3_002243	1891.0	3.0	True
FCC698BD_002009-T1	MER0017243	29.126	5.7e-32	120.0	S09C	S09.A78	serine	False					False	True	BDV3_003658	5575.0	3.0	True
FCC698BD_005376-T1	MER0035036	31.222	1.9700000000000002e-31	118.0	S54	S54.A12	serine	False					False	True	BDV3_006608	2844.0	3.0	True
FCC698BD_004481-T1	MER0030137	48.624	3.9200000000000003e-31	110.0	M67A	M67.972	metallo	False					False	True	BDV3_005829	1145.0	3.0	True
FCC698BD_003835-T1	MER0037863	30.508	4.24e-31	114.0	S09X	S09.023	serine	False					False	True	BDV3_005262	1572.0	3.0	True
FCC698BD_003832-T1	MER0000864	22.444	6.05e-31	125.0	C19	C19.002	cysteine	False					False	True	BDV3_005259	3662.0	3.0	True
FCC698BD_002762-T1	MER0004246	30.97	2.68e-30	112.0	G05	G05.002	glutamic	False					False	True	BDV3_004333	1325.0	3.0	True
FCC698BD_003495-T1	MER0016969	37.297	3e-30	111.0	T02	T02.004	threonine	False					False	True	BDV3_004954	872.0	3.0	True
FCC698BD_001347-T1	MER0044350	29.72	4.88e-30	112.0	S33	S33.A81	serine	False					False	True	BDV3_000346	284.0	3.0	True
FCC698BD_003855-T1	MER0116559	41.379	1.1600000000000001e-29	106.0	C85B	C85.007	cysteine	False					False	True	BDV3_005282	2273.0	3.0	True
FCC698BD_002625-T1	MER0003201	32.71	1.52e-29	115.0	C02A	C02.972	cysteine	False					False	True	BDV3_004205	3370.0	3.0	True
FCC698BD_004767-T1	MER0079232	41.176	2.3100000000000002e-29	112.0	M16B	M16.985	metallo	False					False	True	BDV3_006075	3033.0	3.0	True
FCC698BD_007099-T1	MER0037869	27.41	3.5600000000000003e-29	113.0	A01A	A01.088	aspartic	False	True	18.0	False	True	False	True	BDV3_002265	784.0	3.0	True
FCC698BD_002916-T1	MER0021886	34.807	4.01e-29	108.0	M67X	M67.971	metallo	False					False	True	BDV3_004478	11357.0	3.0	True
FCC698BD_006531-T1	MER0014694	33.962	3.1e-28	101.0	C48	C48.011	cysteine	False					False	True	BDV3_001770	482.0	3.0	True
FCC698BD_000884-T1	MER0065588	33.945	3.8599999999999998e-28	108.0	C26	C26.965	cysteine	False					False	True	BDV3_001363	3650.0	3.0	True
FCC698BD_006509-T1	MER0011109	27.739	2.28e-27	112.0	C48	C48.004	cysteine	False					False	True	BDV3_001749	10654.0	3.0	True
FCC698BD_005086-T1	MER0215804	51.724	2.9500000000000003e-27	99.4	M80	M80.A02	metallo	False					False	True	BDV3_006339	5244.0	3.0	True
FCC698BD_004106-T1	MER0043475	27.966	1.48e-25	98.2	C26	C26.A05	cysteine	False					False	True	BDV3_005508	6048.0	3.0	True
FCC698BD_007095-T1	MER0000944	31.325	1.51e-25	104.0	A01A	A01.010	aspartic	False					False	True	BDV3_002261	3870.0	3.0	True
FCC698BD_001005-T1	MER0003544	27.753	2.87e-25	100.0	M16B	M16.974	metallo	False					False	True	BDV3_001488	16439.0	3.0	True
FCC698BD_000613-T1	MER0004458	26.479	3.08e-25	103.0	M50A	M50.001	metallo	False					False	True	BDV3_001072	530.0	3.0	True
FCC698BD_006095-T1	MER0036114	25.517	5.85e-25	104.0	S33	S33.980	serine	False					False	True	BDV3_007185	7340.0	3.0	True
FCC698BD_004100-T1	MER0026493	30.588	1.79e-24	99.4	M01	M01.972	metallo	False					False	True	BDV3_005502	8754.0	3.0	True
FCC698BD_007076-T1	MER0000598	34.81	1.13e-23	87.4	S26A	S26.012	serine	False					False	True	BDV3_002242	172.0	3.0	True
FCC698BD_004682-T1	MER0122467	37.302	3.49e-23	90.5	C85A	C85.003	cysteine	False					False	True	BDV3_005994	436.0	3.0	True
FCC698BD_006258-T1	MER0042827	45.545	1.82e-22	90.5	C56	C56.972	cysteine	False					False	True	BDV3_007342	5439.0	3.0	True
FCC698BD_006815-T1	MER0200434	43.478	4.35e-22	84.7	S09X	S09.941	serine	False					False	True	BDV3_002019	6821.0	3.0	True
FCC698BD_007863-T1	MER0045469	29.05	2.32e-21	88.6	S09X	S09.A16	serine	False					False	True	BDV3_002895	1824.0	3.0	True
FCC698BD_006942-T1	MER0010992	41.739	1.01e-20	80.1	C56	C56.002	cysteine	False					False	True	BDV3_002131	4393.0	3.0	True
FCC698BD_008129-T1	MER0005493	24.92	1.35e-19	91.3	C19	C19.021	cysteine	False					False	True	BDV3_003078	2826.0	3.0	True
FCC698BD_007081-T1	MER0036027	28.07	1.42e-19	84.7	S09X	S09.A21	serine	False					False	True	BDV3_002247	973.0	3.0	True
FCC698BD_000295-T1	MER0001003	35.263	4.23e-19	83.2	M01	M01.009	metallo	False					False	True	BDV3_000733	8414.0	3.0	True
FCC698BD_005062-T1	MER0003383	28.682	5.78e-18	81.6	M12X	M12.180	metallo	False					False	True	BDV3_006316	32525.0	3.0	True
FCC698BD_000347-T1	MER0033274	32.692	6.52e-18	81.3	S09X	S09.993	serine	False					False	True	BDV3_000790	4143.0	3.0	True
FCC698BD_004467-T1	MER0031570	27.888	8.58e-18	77.8	S09X	S09.A26	serine	False					False	True	BDV3_005814	1122.0	3.0	True
FCC698BD_003187-T1	MER0035036	29.717	1.16e-17	79.0	S54	S54.A12	serine	False					False	True	BDV3_004694	1667.0	3.0	True
FCC698BD_006350-T1	MER0192051	28.846	2.13e-17	79.7	I87	I87.002	inhibitor	True					False	True	BDV3_001602	6129.0	3.0	True
FCC698BD_007841-T1	MER0034961	33.094	6.75e-15	72.4	S09X	S09.A82	serine	False					False	True	BDV3_002873	1583.0	3.0	True
FCC698BD_006367-T1	MER0031610	24.46	4.83e-13	65.1	S33	S33.976	serine	False					False	True	BDV3_001621	1332.0	3.0	True
FCC698BD_005867-T1	MER0026339	32.432	1.07e-12	63.2	S33	S33.992	serine	False					False	True	BDV3_007025	20322.0	3.0	True
FCC698BD_002050-T1	MER0180658	37.374	2.12e-12	67.8	N09	N09.001	asparagine	False					False	True	BDV3_003687	29633.0	3.0	True
FCC698BD_001916-T1	MER0019759	65.086	6.01e-100	309.0	M01	M01.A25	metallo	False					False	False				False
FCC698BD_002353-T1	MER0026545	40.075	1.6000000000000002e-64	202.0	M48C	M48.018	metallo	False					False	False				False
FCC698BD_008093-T1	MER0006285	38.028	8.78e-53	180.0	M36	M36.002	metallo	False					False	False				False
FCC698BD_008095-T1	MER0001400	44.048	2.95e-44	149.0	M36	M36.001	metallo	False					False	False				False
FCC698BD_008017-T1	MER0001400	44.048	2.95e-44	149.0	M36	M36.001	metallo	False					False	False				False
FCC698BD_007185-T1	MER0004834	33.526	4.92e-44	160.0	C19	C19.013	cysteine	False					False	False				False
FCC698BD_008398-T1	MER0001400	43.452	9.07e-44	147.0	M36	M36.001	metallo	False					False	False				False
FCC698BD_004463-T1	MER0030137	48.624	3.95e-31	111.0	M67A	M67.972	metallo	False					False	False				False
FCC698BD_005370-T1	MER0001400	44.167	8.84e-31	110.0	M36	M36.001	metallo	False					False	False				False
FCC698BD_005923-T1	MER0001400	37.805	6.52e-30	110.0	M36	M36.001	metallo	False					False	False				False
FCC698BD_005972-T1	MER0001400	36.31	4.87e-28	105.0	M36	M36.001	metallo	False					False	False				False
FCC698BD_000323-T1	MER0000597	40.476	3.66e-27	98.6	S26A	S26.002	serine	False					False	False				False
FCC698BD_005675-T1	MER0082502	36.879	2.97e-23	94.0	S10	S10.A68	serine	False					False	False				False
FCC698BD_006672-T1	MER0005534	23.796	1.05e-14	71.6	A01A	A01.041	aspartic	False					False	False				False
FCC698BD_004498-T1	MER0005534	23.894	9.15e-13	66.2	A01A	A01.041	aspartic	False					False	False				False
