protein_id	mer_id	pident	evalue	bitscore	merops_clan	merops_family	catalytic_type	is_inhibitor_family	signalp_positive	signal_cleavage_site	has_disqualifying_tm	has_gpi_anchor	is_extracellular	is_cross_ref_confirmed	ref_locus	gene_total_raw	n_rep_ge_min	rna_is_expressed
F61BA062_017824-T1	MER0001400	40.143	7.63e-70	227.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010760	4.0	0.0	False
F61BA062_008345-T1	MER0001400	38.71	8.5e-70	226.0	M36	M36.001	metallo	False	True	29.0	False	False	True	True	BSLG_010785	2.0	0.0	False
F61BA062_018367-T1	MER0001400	39.209	2.35e-69	226.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010704	0.0	0.0	False
F61BA062_005154-T1	MER0001400	39.928	4.919999999999999e-69	224.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_013789-T1	MER0006285	39.167	2.19e-68	223.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_008359-T1	MER0001400	39.35	2.9599999999999998e-68	223.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_010259-T1	MER0001400	39.706	9.68e-68	221.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_008665-T1	MER0001400	39.928	1.01e-67	224.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_010276-T1	MER0001400	41.079	3.05e-67	218.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_000584-T1	MER0001400	38.129	2.53e-66	217.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_010344-T1	MER0001400	37.319	6.17e-64	209.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010700	0.0	0.0	False
F61BA062_009296-T1	MER0001400	38.909	1.12e-63	210.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_009143-T1	MER0001400	38.571	1.1900000000000001e-63	213.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_015988-T1	MER0006285	44.488	3.15e-63	211.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_007624-T1	MER0001400	39.474	4.73e-63	209.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_003294-T1	MER0001400	39.098	5.38e-62	207.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010751	14.0	0.0	False
F61BA062_012396-T1	MER0006285	37.195	3.54e-60	201.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010825	3.0	0.0	False
F61BA062_017288-T1	MER0001400	36.101	4.94e-60	201.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010850	10.0	0.0	False
F61BA062_018368-T1	MER0001400	36.331	2.56e-59	199.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010860	0.0	0.0	False
F61BA062_002646-T1	MER0003541	60.544	5.73e-59	192.0	S10	S10.A66	serine	False	True	20.0	False	False	True	False				False
F61BA062_017516-T1	MER0001400	38.542	2.62e-58	195.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_019206-T1	MER0001400	37.918	9.700000000000001e-58	195.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_010265-T1	MER0001400	36.765	5e-57	191.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_018340-T1	MER0001400	35.211	2.2800000000000003e-56	191.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_013786-T1	MER0006285	40.071	2.96e-56	188.0	M36	M36.002	metallo	False	True	29.0	False	False	True	True	BSLG_010766	0.0	0.0	False
F61BA062_017865-T1	MER0001400	36.429	4.73e-56	189.0	M36	M36.001	metallo	False	True	22.0	False	False	True	True	BSLG_010803	1.0	0.0	False
F61BA062_016926-T1	MER0003908	33.441	5.690000000000001e-56	184.0	M14A	M14.014	metallo	False	True	21.0	False	False	True	False				False
F61BA062_008579-T1	MER0001400	37.77	2.78e-53	181.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010729	2.0	0.0	False
F61BA062_002274-T1	MER0000356	53.571	2.95e-53	176.0	S08A	S08.052	serine	False	True	20.0	False	False	True	False				False
F61BA062_018371-T1	MER0001400	37.555	2.3599999999999996e-52	180.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010713	3.0	0.0	False
F61BA062_018484-T1	MER0001400	47.273	1.11e-51	177.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_000422-T1	MER0001400	37.008	6.86e-50	172.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010726	1.0	0.0	False
F61BA062_010323-T1	MER0001400	43.103	5.1900000000000004e-49	168.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_006564-T1	MER0001400	38.462	5.3e-49	169.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_017282-T1	MER0001400	34.164	6.31e-49	171.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010759	0.0	0.0	False
F61BA062_006357-T1	MER0001400	36.214	2.98e-48	168.0	M36	M36.001	metallo	False	True	20.0	False	False	True	False				False
F61BA062_010271-T1	MER0001400	34.44	1.71e-47	164.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_017145-T1	MER0001400	43.605	2.5399999999999998e-45	160.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010858	0.0	0.0	False
F61BA062_009485-T1	MER0006285	32.796	3.9499999999999996e-45	161.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_013841-T1	MER0001400	35.017	4.01e-43	154.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_018363-T1	MER0006285	33.333	5.9600000000000004e-43	154.0	M36	M36.002	metallo	False	True	19.0	False	False	True	True	BSLG_010793	0.0	0.0	False
F61BA062_001139-T1	MER0006285	38.136	1.15e-39	144.0	M36	M36.002	metallo	False	True	19.0	False	False	True	True	BSLG_010814	0.0	0.0	False
F61BA062_008234-T1	MER0006285	32.979	7.4e-39	140.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_003386-T1	MER0001400	29.504	2.0700000000000003e-37	139.0	M36	M36.001	metallo	False	True	29.0	False	False	True	False				False
F61BA062_012902-T1	MER0006285	32.635	1.28e-36	135.0	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_001638-T1	MER0006285	42.647	5.8e-33	124.0	M36	M36.002	metallo	False	True	19.0	False	False	True	True	BSLG_010708	0.0	0.0	False
F61BA062_018344-T1	MER0006285	45.238	3.3300000000000003e-32	122.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_009490-T1	MER0006285	45.614	4.86e-31	119.0	M36	M36.002	metallo	False	True	19.0	False	False	True	True	BSLG_010722	0.0	0.0	False
F61BA062_006425-T1	MER0006285	36.269	1.44e-28	111.0	M36	M36.002	metallo	False	True	25.0	False	False	True	False				False
F61BA062_008004-T1	MER0001400	42.342	1.48e-25	104.0	M36	M36.001	metallo	False	True	19.0	False	False	True	False				False
F61BA062_018113-T1	MER0001400	26.978	3.8199999999999995e-24	100.0	M36	M36.001	metallo	False	True	19.0	False	False	True	True	BSLG_010859	0.0	0.0	False
F61BA062_006583-T1	MER0006285	40.602	8.1e-24	99.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_016898-T1	MER0006285	30.994	2.0500000000000003e-21	92.0	M36	M36.002	metallo	False	True	19.0	False	False	True	False				False
F61BA062_006447-T1	MER0006285	39.744	4.7e-17	78.6	M36	M36.002	metallo	False	True	29.0	False	False	True	False				False
F61BA062_007477-T1	MER0006285	36.601	2.59e-15	73.6	M36	M36.002	metallo	False	True	38.0	False	False	True	False				False
F61BA062_009846-T1	MER0026494	54.894	0.0	535.0	M20F	M20.005	metallo	False					False	True	BSLG_005280	546.0	5.0	True
F61BA062_007596-T1	MER0011746	73.375	0.0	522.0	M24A	M24.A02	metallo	False					False	True	BSLG_004146	11030.0	5.0	True
F61BA062_009841-T1	MER0026494	56.596	0.0	546.0	M20F	M20.005	metallo	False					False	True	BSLG_005277	1256.0	5.0	True
F61BA062_005307-T1	MER0003372	48.387	4.1100000000000005e-161	462.0	M18	M18.A01	metallo	False					False	True	BSLG_003078	231.0	5.0	True
F61BA062_018883-T1	MER0122119	66.997	1.7200000000000002e-157	440.0	M67A	M67.A13	metallo	False					False	True	BSLG_010246	521.0	5.0	True
F61BA062_002818-T1	MER0003541	48.246	3.5e-148	431.0	S10	S10.A66	serine	False					False	True	BSLG_001780	900.0	5.0	True
F61BA062_018906-T1	MER0001271	49.5	5.04e-146	420.0	M20A	M20.973	metallo	False					False	True	BSLG_010265	477.0	5.0	True
F61BA062_017368-T1	MER0002179	55.08	1.05e-143	434.0	C19	C19.A59	cysteine	False					False	True	BSLG_009535	1285.0	5.0	True
F61BA062_012608-T1	MER0437468	54.108	3.47e-139	405.0	C26	C26.A36	cysteine	False					False	True	BSLG_006767	1064.0	5.0	True
F61BA062_000480-T1	MER0002477	69.318	4.96e-139	395.0	C13	C13.005	cysteine	False					False	True	BSLG_000305	110.0	5.0	True
F61BA062_018569-T1	MER0003580	41.982	8.929999999999999e-137	406.0	T03	T03.011	threonine	False					False	True	BSLG_010062	583.0	5.0	True
F61BA062_001905-T1	MER0001156	35.342	3.06e-133	407.0	M03A	M03.006	metallo	False					False	True	BSLG_001210	1720.0	5.0	True
F61BA062_015620-T1	MER0015270	41.955	9.600000000000001e-129	396.0	M16C	M16.A19	metallo	False					False	True	BSLG_008497	712.0	5.0	True
F61BA062_005390-T1	MER0015303	39.711	2.73e-127	377.0	M18	M18.A02	metallo	False					False	True	BSLG_003107	37.0	2.0	True
F61BA062_018769-T1	MER0001235	48.747	4.3500000000000003e-125	369.0	M17	M17.001	metallo	False					False	True	BSLG_010168	1749.0	5.0	True
F61BA062_015354-T1	MER0001342	65.6	1.6e-124	355.0	M24A	M24.017	metallo	False					False	True	BSLG_008318	1005.0	5.0	True
F61BA062_019467-T1	MER0079520	46.452	3.06e-124	372.0	M17	M17.011	metallo	False					False	True	BSLG_010567	285.0	5.0	True
F61BA062_012541-T1	MER0060647	50.769	4.29e-118	375.0	C26	C26.952	cysteine	False					False	True	BSLG_006726	1094.0	5.0	True
F61BA062_008085-T1	MER0064643	48.036	1.83e-112	330.0	M24X	M24.978	metallo	False					False	True	BSLG_004343	2838.0	5.0	True
F61BA062_015407-T1	MER0022005	53.115	1.91e-109	319.0	M67A	M67.A10	metallo	False					False	True	BSLG_008349	369.0	5.0	True
F61BA062_001168-T1	MER0016542	58.719	8.82e-109	325.0	M24B	M24.A04	metallo	False					False	True	BSLG_000714	261.0	5.0	True
F61BA062_013895-T1	MER0044357	43.224	1.7e-108	323.0	S33	S33.A41	serine	False					False	True	BSLG_007468	66.0	4.0	True
F61BA062_001870-T1	MER0002694	37.057	7.66e-108	338.0	C19	C19.104	cysteine	False					False	True	BSLG_001185	308.0	5.0	True
F61BA062_001001-T1	MER0004373	70.792	7.71e-108	307.0	T01A	T01.A02	threonine	False					False	True	BSLG_000607	1112.0	5.0	True
F61BA062_013623-T1	MER0005496	62.646	3.4799999999999998e-106	325.0	M41	M41.007	metallo	False					False	True	BSLG_007369	487.0	5.0	True
F61BA062_005131-T1	MER0001604	55.137	5.1100000000000004e-105	324.0	S08B	S08.A55	serine	False	True	38.0	True	False	False	True	BSLG_002991	230.0	5.0	True
F61BA062_008795-T1	MER0004310	51.961	2.11e-104	321.0	C19	C19.092	cysteine	False					False	True	BSLG_004720	34042.0	5.0	True
F61BA062_009937-T1	MER0000431	50.161	3.7200000000000005e-103	301.0	S33	S33.001	serine	False					False	True	BSLG_005318	396.0	5.0	True
F61BA062_003727-T1	MER0002667	40.045	7.460000000000001e-103	311.0	C19	C19.015	cysteine	False					False	True	BSLG_002252	377.0	5.0	True
F61BA062_001615-T1	MER0016363	69.951	3.51e-102	293.0	T01A	T01.978	threonine	False					False	True	BSLG_001024	280.0	5.0	True
F61BA062_013532-T1	MER0011493	66.176	4.57e-102	293.0	T01A	T01.A06	threonine	False					False	True	BSLG_007323	657.0	5.0	True
F61BA062_012150-T1	MER0001013	59.514	7.17e-101	304.0	M01	M01.004	metallo	False					False	True	BSLG_006495	474.0	5.0	True
F61BA062_017259-T1	MER0016363	69.849	1.4900000000000002e-100	288.0	T01A	T01.978	threonine	False					False	True	BSLG_009465	95.0	5.0	True
F61BA062_012843-T1	MER0006285	42.784	1.75e-98	302.0	M36	M36.002	metallo	False					False	True	BSLG_010854	36.0	2.0	True
F61BA062_018137-T1	MER0001604	50.865	2.77e-98	302.0	S08B	S08.A55	serine	False					False	True	BSLG_009887	93.0	5.0	True
F61BA062_002060-T1	MER0015621	50.168	3.79e-98	301.0	S09A	S09.A02	serine	False					False	True	BSLG_001320	488.0	5.0	True
F61BA062_016385-T1	MER0024824	44.144	2.6200000000000003e-97	299.0	C19	C19.A71	cysteine	False					False	True	BSLG_008949	2641.0	5.0	True
F61BA062_001082-T1	MER0064621	44.837	3.4e-97	297.0	C19	C19.972	cysteine	False					False	True	BSLG_000661	157.0	5.0	True
F61BA062_005722-T1	MER0019759	64.069	5.02e-96	293.0	M01	M01.A25	metallo	False					False	True	BSLG_003300	4330.0	5.0	True
F61BA062_019331-T1	MER0045886	56.277	1.49e-94	285.0	C26	C26.957	cysteine	False					False	True	BSLG_010467	557.0	5.0	True
F61BA062_002039-T1	MER0001710	63.83	5.81e-91	261.0	T01A	T01.983	threonine	False					False	True	BSLG_001304	638.0	5.0	True
F61BA062_002933-T1	MER0012131	40.094	7.679999999999999e-91	285.0	C19	C19.075	cysteine	False					False	True	BSLG_001837	173.0	5.0	True
F61BA062_010223-T1	MER0015127	54.661	1.58e-90	268.0	M24A	M24.A05	metallo	False					False	True	BSLG_005442	158.0	5.0	True
F61BA062_013395-T1	MER0006046	60.099	4.39e-87	256.0	S14	S14.A02	serine	False					False	True	BSLG_007214	250.0	5.0	True
F61BA062_009014-T1	MER0012158	49.815	7.13e-87	271.0	C44	C44.972	cysteine	False					False	True	BSLG_004855	267.0	5.0	True
F61BA062_014481-T1	MER0001229	63.547	7.48e-87	263.0	M16B	M16.003	metallo	False					False	True	BSLG_007833	2626.0	5.0	True
F61BA062_015872-T1	MER0002646	44.918	1.14e-86	264.0	M48A	M48.003	metallo	False					False	True	BSLG_008609	17470.0	5.0	True
F61BA062_001119-T1	MER0000550	64.516	3.5e-86	251.0	T01A	T01.972	threonine	False					False	True	BSLG_000687	521.0	5.0	True
F61BA062_000517-T1	MER0005433	30.045	6.01e-86	293.0	C19	C19.A64	cysteine	False					False	True	BSLG_000338	2729.0	5.0	True
F61BA062_018242-T1	MER0004439	38.902	9.75e-86	272.0	C19	C19.018	cysteine	False					False	True	BSLG_009928	261.0	5.0	True
F61BA062_017352-T1	MER0114503	46.395	8.93e-84	260.0	C14B	C14.045	cysteine	False					False	True	BSLG_009524	1638.0	5.0	True
F61BA062_004908-T1	MER0001218	57.971	3.65e-83	264.0	M16A	M16.008	metallo	False					False	True	BSLG_002882	473.0	5.0	True
F61BA062_014754-T1	MER0012158	47.697	3.4099999999999996e-82	260.0	C44	C44.972	cysteine	False					False	True	BSLG_008014	921.0	5.0	True
F61BA062_018171-T1	MER0001604	47.586	2.21e-81	261.0	S08B	S08.A55	serine	False					False	True	BSLG_009900	193.0	5.0	True
F61BA062_008254-T1	MER0037714	50.19	2.68e-81	250.0	M38	M38.981	metallo	False					False	True	BSLG_004422	52.0	3.0	True
F61BA062_000443-T1	MER0001400	43.841	2.16e-80	249.0	M36	M36.001	metallo	False					False	True	BSLG_010701	75.0	4.0	True
F61BA062_002976-T1	MER0005118	55.046	2.2e-80	255.0	M41	M41.027	metallo	False					False	True	BSLG_001863	310.0	5.0	True
F61BA062_000456-T1	MER0001400	42.754	1.01e-77	244.0	M36	M36.001	metallo	False					False	True	BSLG_010830	39.0	3.0	True
F61BA062_013408-T1	MER0000263	51.44	1.41e-77	246.0	S09C	S09.012	serine	False					False	True	BSLG_007226	594.0	5.0	True
F61BA062_000516-T1	MER0019759	49.789	1.44e-77	247.0	M01	M01.A25	metallo	False					False	True	BSLG_000337	42430.0	5.0	True
F61BA062_007205-T1	MER1054487	36.697	2.1e-77	256.0	C44	C44.951	cysteine	False					False	True	BSLG_003971	156.0	5.0	True
F61BA062_012205-T1	MER0000338	49.306	2.27e-76	238.0	S08A	S08.056	serine	False					False	True	BSLG_006530	32733.0	5.0	True
F61BA062_006343-T1	MER0013463	47.547	6.77e-76	238.0	M24B	M24.026	metallo	False					False	True	BSLG_003587	186.0	5.0	True
F61BA062_019329-T1	MER0047611	55.288	6.8e-76	226.0	T01A	T01.995	threonine	False					False	True	BSLG_010465	465.0	5.0	True
F61BA062_009356-T1	MER0005448	31.181	1.27e-75	261.0	C19	C19.093	cysteine	False					False	True	BSLG_005008	27267.0	5.0	True
F61BA062_011937-T1	MER0001645	61.875	4.08e-75	221.0	T01A	T01.010	threonine	False					False	True	BSLG_006352	586.0	5.0	True
F61BA062_012129-T1	MER0000549	61.111	5.02e-75	223.0	T01A	T01.976	threonine	False					False	True	BSLG_001099	146.0	5.0	True
F61BA062_012565-T1	MER0045094	53.535	1.11e-74	239.0	C26	C26.959	cysteine	False					False	True	BSLG_006742	186.0	5.0	True
F61BA062_018320-T1	MER0005457	31.776	2.0100000000000002e-73	256.0	C19	C19.A02	cysteine	False					False	True	BSLG_009990	24149.0	5.0	True
F61BA062_010311-T1	MER0003564	50.622	2.0700000000000002e-73	235.0	M49	M49.001	metallo	False					False	True	BSLG_005489	513.0	5.0	True
F61BA062_001774-T1	MER0000836	44.061	8.49e-73	219.0	C12	C12.003	cysteine	False					False	True	BSLG_001130	333.0	5.0	True
F61BA062_001000-T1	MER0000485	51.181	3.78e-72	234.0	S16	S16.001	serine	False					False	True	BSLG_000606	340.0	5.0	True
F61BA062_019436-T1	MER0000410	46.154	3.5700000000000005e-70	233.0	S09A	S09.010	serine	False					False	True	BSLG_010545	92.0	5.0	True
F61BA062_002331-T1	MER0015691	44.689	1.04e-69	226.0	M28B	M28.A02	metallo	False					False	True	BSLG_001500	338.0	5.0	True
F61BA062_013540-T1	MER0000551	51.562	1.58e-69	208.0	T01A	T01.986	threonine	False					False	True	BSLG_007324	895.0	5.0	True
F61BA062_000127-T1	MER0142407	43.333	1.8699999999999998e-69	233.0	M16C	M16.A17	metallo	False					False	True	BSLG_000078	128.0	5.0	True
F61BA062_002569-T1	MER0142407	43.333	1.91e-69	233.0	M16C	M16.A17	metallo	False					False	True	BSLG_001635	157.0	5.0	True
F61BA062_017134-T1	MER0001711	48.515	2.0399999999999998e-69	210.0	T01A	T01.987	threonine	False					False	True	BSLG_009401	612.0	5.0	True
F61BA062_000922-T1	MER0013561	38.614	1.06e-68	219.0	C54	C54.003	cysteine	False					False	True	BSLG_000568	2138.0	5.0	True
F61BA062_001679-T1	MER0114503	41.379	1.7499999999999999e-68	217.0	C14B	C14.045	cysteine	False					False	True	BSLG_009525	5443.0	5.0	True
F61BA062_018219-T1	MER0043126	57.609	9.35e-68	206.0	S09X	S09.990	serine	False					False	True	BSLG_009917	235.0	5.0	True
F61BA062_004222-T1	MER0004504	50.673	3.13e-67	221.0	S09B	S09.008	serine	False					False	True	BSLG_002538	11122.0	5.0	True
F61BA062_001678-T1	MER0114503	42.038	4.03e-66	213.0	C14B	C14.045	cysteine	False					False	True	BSLG_001063	182.0	5.0	True
F61BA062_011954-T1	MER0011785	37.895	1.47e-65	210.0	S33	S33.009	serine	False					False	True	BSLG_006369	16411.0	5.0	True
F61BA062_009818-T1	MER0047611	47.945	1.83e-65	199.0	T01A	T01.995	threonine	False					False	True	BSLG_005268	109.0	5.0	True
F61BA062_016777-T1	MER0064620	36.022	2.04e-65	223.0	C19	C19.068	cysteine	False					False	True	BSLG_009192	92.0	5.0	True
F61BA062_007493-T1	MER0037853	34.718	5.42e-65	205.0	S33	S33.984	serine	False					False	True	BSLG_004109	65.0	4.0	True
F61BA062_019347-T1	MER0000413	34.456	2.04e-64	210.0	S10	S10.007	serine	False					False	True	BSLG_010480	704.0	5.0	True
F61BA062_007079-T1	MER0000557	72.65	3.81e-60	182.0	T01A	T01.971	threonine	False					False	True	BSLG_003901	319.0	5.0	True
F61BA062_015296-T1	MER0031610	40.239	9.31e-60	189.0	S33	S33.976	serine	False					False	True	BSLG_008279	50.0	4.0	True
F61BA062_002975-T1	MER0025110	77.391	1.06e-59	189.0	M67C	M67.A14	metallo	False					False	True	BSLG_001862	74.0	3.0	True
F61BA062_001938-T1	MER0000554	63.235	7.76e-59	178.0	T01A	T01.973	threonine	False					False	True	BSLG_001235	594.0	5.0	True
F61BA062_006505-T1	MER0122922	53.659	2.67e-58	191.0	C48	C48.A18	cysteine	False					False	True	BSLG_003657	1769.0	5.0	True
F61BA062_015496-T1	MER0001248	43.969	8.89e-58	187.0	M24B	M24.007	metallo	False					False	True	BSLG_008400	1373.0	5.0	True
F61BA062_004922-T1	MER1054226	33.333	9.350000000000001e-58	196.0	C115	C115.001	cysteine	False					False	True	BSLG_002890	2105.0	5.0	True
F61BA062_001772-T1	MER0003297	72.727	4.01e-57	190.0	S01D	S01.434	serine	False					False	True	BSLG_001128	382.0	5.0	True
F61BA062_011561-T1	MER0033179	52.747	1.03e-56	191.0	M14D	M14.028	metallo	False					False	True	BSLG_006120	274.0	5.0	True
F61BA062_005509-T1	MER0017242	36.047	4.82e-56	178.0	S09X	S09.A35	serine	False					False	True	BSLG_003183	285.0	5.0	True
F61BA062_002958-T1	MER0030317	38.676	6.819999999999999e-55	196.0	C19	C19.978	cysteine	False					False	True	BSLG_001856	250.0	5.0	True
F61BA062_015333-T1	MER0000408	42.291	1.2999999999999999e-54	184.0	S09C	S09.004	serine	False					False	True	BSLG_008299	376.0	5.0	True
F61BA062_018310-T1	MER0005542	37.037	1e-53	176.0	C12	C12.A05	cysteine	False					False	True	BSLG_009981	86.0	5.0	True
F61BA062_011826-T1	MER0026545	33.803	1.77e-53	176.0	M48C	M48.018	metallo	False					False	True	BSLG_006279	56.0	3.0	True
F61BA062_000798-T1	MER0030134	66.667	6.9e-53	167.0	M67A	M67.973	metallo	False					False	True	BSLG_000512	807.0	5.0	True
F61BA062_012938-T1	MER0011348	56.934	2.13e-51	158.0	S26B	S26.023	serine	False					False	True	BSLG_006975	548.0	5.0	True
F61BA062_002178-T1	MER0000410	39.6	9.32e-51	176.0	S09A	S09.010	serine	False					False	True	BSLG_001416	41.0	1.0	True
F61BA062_015566-T1	MER0011726	31.795	9.25e-50	175.0	S12	S12.A11	serine	False					False	True	BSLG_008456	3317.0	5.0	True
F61BA062_008644-T1	MER0003297	58.503	1.27e-47	163.0	S01D	S01.434	serine	False					False	True	BSLG_004622	273.0	5.0	True
F61BA062_016225-T1	MER0026495	37.391	2.4200000000000004e-47	167.0	M24X	M24.974	metallo	False					False	True	BSLG_008847	265.0	5.0	True
F61BA062_016262-T1	MER0026495	36.111	2.66e-47	166.0	M24X	M24.974	metallo	False					False	True	BSLG_008871	54.0	3.0	True
F61BA062_014661-T1	MER0030133	33.948	1.88e-46	155.0	M67X	M67.974	metallo	False					False	True	BSLG_007965	615.0	5.0	True
F61BA062_012161-T1	MER0000865	27.526	5.0499999999999994e-46	171.0	C19	C19.003	cysteine	False					False	True	BSLG_006505	382.0	5.0	True
F61BA062_018830-T1	MER0015095	40.0	4.09e-45	151.0	M28X	M28.974	metallo	False					False	True	BSLG_010215	262.0	5.0	True
F61BA062_012944-T1	MER0044622	42.365	6.58e-45	157.0	C26	C26.A25	cysteine	False					False	True	BSLG_006981	2839.0	5.0	True
F61BA062_001942-T1	MER0323972	50.0	1.1e-44	154.0	C97	C97.A01	cysteine	False					False	True	BSLG_001239	2203.0	5.0	True
F61BA062_006294-T1	MER0066916	43.333	2.4e-44	144.0	C26	C26.A32	cysteine	False					False	True	BSLG_003568	717.0	5.0	True
F61BA062_008371-T1	MER0037181	38.683	1.01e-43	155.0	M28A	M28.019	metallo	False					False	True	BSLG_004496	7418.0	5.0	True
F61BA062_011704-T1	MER0002676	50.0	2.11e-42	136.0	T01A	T01.984	threonine	False					False	True	BSLG_006197	488.0	5.0	True
F61BA062_003773-T1	MER0125238	37.647	4.45e-42	139.0	M76	M76.A02	metallo	False					False	True	BSLG_002296	411.0	5.0	True
F61BA062_000225-T1	MER0029965	35.458	8.679999999999999e-42	150.0	M28X	M28.018	metallo	False					False	True	BSLG_000143	34.0	1.0	True
F61BA062_017302-T1	MER0021887	53.659	1.26e-41	145.0	M67A	M67.005	metallo	False					False	True	BSLG_009488	215.0	5.0	True
F61BA062_000139-T1	MER0208659	33.562	2.97e-41	145.0	S33	S33.A57	serine	False					False	True	BSLG_001641	663.0	5.0	True
F61BA062_016351-T1	MER0011725	49.242	3.47e-41	139.0	C48	C48.A15	cysteine	False					False	True	BSLG_008926	667.0	5.0	True
F61BA062_000476-T1	MER0000553	58.559	2.02e-40	132.0	T01A	T01.977	threonine	False					False	True	BSLG_000301	935.0	5.0	True
F61BA062_005500-T1	MER0208813	30.565	6.8099999999999996e-40	140.0	S33	S33.A59	serine	False					False	True	BSLG_003178	126.0	5.0	True
F61BA062_013812-T1	MER0020214	42.138	9.28e-39	139.0	S59	S59.A07	serine	False					False	True	BSLG_007436	312.0	5.0	True
F61BA062_008227-T1	MER0001911	38.318	4.39e-38	140.0	M28X	M28.A05	metallo	False					False	True	BSLG_004407	222.0	5.0	True
F61BA062_015391-T1	MER0029056	33.333	3.8900000000000005e-37	131.0	C65	C65.001	cysteine	False					False	True	BSLG_008338	79.0	4.0	True
F61BA062_019086-T1	MER0081097	31.325	4.17e-37	135.0	A01A	A01.093	aspartic	False	True	20.0	False	True	False	True	BSLG_010362	28482.0	5.0	True
F61BA062_013593-T1	MER0011806	36.255	5.77e-37	133.0	C44	C44.A03	cysteine	False					False	True	BSLG_007357	510.0	5.0	True
F61BA062_004970-T1	MER0081097	31.325	8.120000000000001e-37	134.0	A01A	A01.093	aspartic	False	True	20.0	False	True	False	True	BSLG_002909	44013.0	5.0	True
F61BA062_001919-T1	MER0209266	31.295	3.85e-36	134.0	S33	S33.A58	serine	False					False	True	BSLG_001221	85.0	5.0	True
F61BA062_014421-T1	MER0011032	35.088	1.55e-35	123.0	C15	C15.010	cysteine	False					False	True	BSLG_007794	131.0	5.0	True
F61BA062_016636-T1	MER0027217	34.286	1.7800000000000002e-35	135.0	A22B	A22.A03	aspartic	False	True	26.0	True	False	False	True	BSLG_009080	167.0	5.0	True
F61BA062_010143-T1	MER0957411	48.837	3.1100000000000004e-35	122.0	C85	C85.009	cysteine	False					False	True	BSLG_005415	12480.0	5.0	True
F61BA062_012551-T1	MER0000410	29.856	6.12e-35	130.0	S09A	S09.010	serine	False					False	True	BSLG_006731	120.0	5.0	True
F61BA062_019071-T1	MER0037869	28.66	6.39e-35	131.0	A01A	A01.088	aspartic	False	True	21.0	False	True	False	True	BSLG_010360	587.0	5.0	True
F61BA062_018604-T1	MER0061068	31.864	8.340000000000001e-35	124.0	M38	M38.A02	metallo	False					False	True	BSLG_010078	107.0	4.0	True
F61BA062_004982-T1	MER0037869	29.841	2.18e-33	126.0	A01A	A01.088	aspartic	False					False	True	BSLG_002911	757.0	5.0	True
F61BA062_016953-T1	MER0059846	27.143	4.75e-33	127.0	S33	S33.A46	serine	False					False	True	BSLG_009293	442.0	5.0	True
